sp;long;lat
Nectomys_squamipes;-3.953.555.556;-1.797.527.778
Nectomys_squamipes;-4.051.138.889;-2.028.111.111
Nectomys_squamipes;-4.053.944.444;-19.965
Nectomys_squamipes;-4.043.861.111;-2.038.888.889
Nectomys_squamipes;-45.9;-23.65
Nectomys_squamipes;-4.046.833.333;-2.037.916.667
Nectomys_squamipes;-476.280.556;-234.352.778
Nectomys_squamipes;-3.953.527.778;-1.797.555.556
Nectomys_squamipes;-40.465;-2.037.916.667
Nectomys_squamipes;-47.919.722;-24.38
Nectomys_squamipes;-398.225;-1.835.527.778
Nectomys_squamipes;-484.166.667;-243.333.333
Nectomys_squamipes;-4.046.805.556;-2.037.888.889
Nectomys_squamipes;-3.956.444.444;-1.797.527.778
Nectomys_squamipes;-40.746.111;-20.040.556
Nectomys_squamipes;-4.053.944;-19.965
Nectomys_squamipes;-4.046.055.556;-2.035.916.667
Nectomys_squamipes;-4.045.805.556;-2.037.888.889
Nectomys_squamipes;-4.000.694.444;-1.787.888.889
Nectomys_squamipes;-48.119.722;-22.280.278
Nectomys_squamipes;-46.419.722;-23.89
Nectomys_squamipes;-46.549.722;-23.110.278
Nectomys_squamipes;-3.984.416.667;-1.835.527.778
Nectomys_squamipes;-4.078.611.111;-1.887.472.222
Nectomys_squamipes;-451.166.667;-234.166.667
Nectomys_squamipes;-4.071.972.222;-1.897.972.222
Nectomys_squamipes;-40.600.278;-19.935.556
Nectomys_squamipes;-42.65;-1.971.666.667
Nectomys_squamipes;-4.074.694.444;-1.897.972.222
Nectomys_squamipes;-3.978.613;-1.955.822
Nectomys_squamipes;-4.085.073;-191.738
Nectomys_squamipes;-416.672;-205.414
Nectomys_squamipes;-387.119;-125.467
Nectomys_squamipes;-402.733;-198.203
Nectomys_squamipes;-400.722;-193.911
Nectomys_squamipes;-400.978;-191.969
Nectomys_squamipes;-4.052.722.222;-19.965
Nectomys_squamipes;-40.511;-20.658
Nectomys_squamipes;-40.072.222;-19.391.111
Nectomys_squamipes;-40.645.556;-20.805.833
Nectomys_squamipes;-39.495.833;-15.419.167
Nectomys_squamipes;-40.516.667;-19.933.333
Nectomys_squamipes;-403.078;-201.286
Nectomys_squamipes;-411.847;-206.036
Nectomys_squamipes;-4.023.333;-2.023.333
Nectomys_squamipes;-48.75;-2.216.667
Oecomys_catherinae;-484.166.667;-243.333.333
Oecomys_catherinae;-4.072.027.778;-1.897.777.778
Oecomys_catherinae;-4.079.527.778;-1.920.444.444
Oecomys_catherinae;-4.074.694.444;-1.897.972.222
Oecomys_catherinae;-4.043.861.111;-2.038.888.889
Oecomys_catherinae;-4.074.055.556;-18.97
Oecomys_catherinae;-4.053.166.667;-1.996.722.222
Oecomys_catherinae;-4.051.138.889;-2.028.111.111
Oecomys_catherinae;-4.077.138.889;-1.920.444.444
Oecomys_catherinae;-4.050.833.333;-1.995.277.778
Oecomys_catherinae;-4.046.138.889;-2.038.888.889
Oecomys_catherinae;-4.071.972.222;-1.897.972.222
Oecomys_catherinae;-4.077.055.556;-1.897.333.333
Oecomys_catherinae;-4.081.388.889;-1.887.472.222
Oecomys_catherinae;-4.082.666.667;-1.888.972.222
Oecomys_catherinae;-4.052.194.444;-2.028.111.111
Oecomys_catherinae;-4.076.277.778;-1.897.333.333
Oecomys_catherinae;-40.535;-1.996.722.222
Oecomys_catherinae;-40.525;-1.995.277.778
Oecomys_catherinae;-4.080.666.667;-1.888.972.222
Oecomys_catherinae;-4.075.944.444;-18.97
Oecomys_catherinae;-4.078.611.111;-1.887.472.222
Oecomys_catherinae;-4.074.638.889;-1.897.777.778
Oecomys_catherinae;-3.907.611.111;-1.525.166.667
Oecomys_catherinae;-394.958;-154.192
Oecomys_catherinae;-4.171.917;-210.425
Oligoryzomys_flavescens;-46.000.278;-23.249.444
Oligoryzomys_flavescens;-46.351.944;-23.376.944
Oligoryzomys_flavescens;-510.481;-232.692
Oligoryzomys_flavescens;-46.353.611;-23.367.222
Oligoryzomys_flavescens;-45.833.056;-23.125.556
Oligoryzomys_flavescens;-44.859.444;-22.548.889
Oligoryzomys_flavescens;-511.628;-233.103
Oligoryzomys_flavescens;-45.375;-23.176.944
Oligoryzomys_flavescens;-48.34;-24
Oligoryzomys_flavescens;-47.61;-21.9
Oligoryzomys_flavescens;-505.836;-294.481
Oligoryzomys_flavescens;-45.376.111;-23.178.333
Oligoryzomys_flavescens;-45.316.944;-23.261.389
Oligoryzomys_flavescens;-45.29;-23.173.889
Oligoryzomys_flavescens;-465.614;-217.878
Oligoryzomys_flavescens;-4.173.494;-2.039.636
Oligoryzomys_nigripes;-51.310.783;-26.541.767
Oligoryzomys_nigripes;-51.286.083;-26.888.967
Oligoryzomys_nigripes;-5.222.415;-27.045.917
Oligoryzomys_nigripes;-5.213.555;-2.748.775
Oligoryzomys_nigripes;-46.783;-22.199.867
Oligoryzomys_nigripes;-47.890.833;-220.175
Oligoryzomys_nigripes;-48.278.517;-18.880.833
Oligoryzomys_nigripes;-47.809.367;-20.729.567
Oligoryzomys_nigripes;-48.875.983;-2.513.955
Oligoryzomys_nigripes;-5.200.135;-274.649
Oligoryzomys_nigripes;-52.384.217;-31.246.733
Oligoryzomys_nigripes;-47.865.917;-21.143.067
Oligoryzomys_nigripes;-47.169.722;-21.282.778
Oligoryzomys_nigripes;-46.184.583;-23.511.967
Oligoryzomys_nigripes;-52.074.333;-27.645.017
Oligoryzomys_nigripes;-48.445;-22.885.833
Oligoryzomys_nigripes;-47.990.278;-21.137.778
Oligoryzomys_nigripes;-47.475.317;-20.669.317
Oligoryzomys_nigripes;-48.190.717;-21.916.283
Oligoryzomys_nigripes;-4.866.735;-1.868.145
Oligoryzomys_nigripes;-47.879.633;-19.727.967
Oligoryzomys_nigripes;-4.778.845;-21.042.517
Oligoryzomys_nigripes;-47.729.444;-21.340.278
Oligoryzomys_nigripes;-4.817.725;-20.674.933
Oligoryzomys_nigripes;-41.184.722;-20.603.611
Oligoryzomys_nigripes;-48.496.389;-21.261.111
Oligoryzomys_nigripes;-46.934.556;-23.239.336
Oligoryzomys_nigripes;-40.54;-19.965
Oligoryzomys_nigripes;-51.235.556;-22.012.222
Oligoryzomys_nigripes;-48.228.333;-21.36
Oligoryzomys_nigripes;-46.919.167;-23.603.889
Oligoryzomys_nigripes;-47.838.056;-20.515.278
Oligoryzomys_nigripes;-4.051.138.889;-2.028.111.111
Oligoryzomys_nigripes;-44.065;-22.574.722
Oligoryzomys_nigripes;-46.471.111;-23.646.111
Oligoryzomys_nigripes;-48.34;-24
Oligoryzomys_nigripes;-45.7;-23.100.278
Oligoryzomys_nigripes;-47.151.667;-22.643.333
Oligoryzomys_nigripes;-47.068.333;-23.931.667
Oligoryzomys_nigripes;-46.932.947;-23.237.494
Oligoryzomys_nigripes;-469.333;-23.237.978
Oligoryzomys_nigripes;-47.304.167;-21.275.278
Oligoryzomys_nigripes;-46.913.611;-23.224.722
Oligoryzomys_nigripes;-46.931.886;-232.372
Oligoryzomys_nigripes;-51.228.617;-253.502
Oligoryzomys_nigripes;-40.600.278;-19.935.556
Oligoryzomys_nigripes;-4.052.194.444;-2.028.111.111
Oligoryzomys_nigripes;-45.125;-2.335.833
Oligoryzomys_nigripes;-4.653.235;-20.641.083
Oligoryzomys_nigripes;-46.048.889;-19.311.111
Oligoryzomys_nigripes;-45.291.389;-23.171.389
Oligoryzomys_nigripes;-47.083.333;-22.55
Oligoryzomys_nigripes;-443.375;-22.483.056
Oligoryzomys_nigripes;-47.138.056;-23.000.833
Oligoryzomys_nigripes;-49.51;-23.388.333
Oligoryzomys_nigripes;-3.907.611.111;-1.525.166.667
Oligoryzomys_nigripes;-4.078.611.111;-1.887.472.222
Oligoryzomys_nigripes;-4.799.204;-2.406.649
Oligoryzomys_nigripes;-52.408.017;-26.784
Oligoryzomys_nigripes;-47.550.667;-24.705.833
Oligoryzomys_nigripes;-53.714.717;-242.808
Oligoryzomys_nigripes;-537.086;-242.519
Oligoryzomys_nigripes;-4.173.028;-2.049.722
Oligoryzomys_nigripes;-47.585;-20.891.111
Oligoryzomys_nigripes;-4.173.494;-2.039.636
Oligoryzomys_nigripes;-496.242;-254.908
Oligoryzomys_nigripes;-4.081.388.889;-1.887.472.222
Oligoryzomys_nigripes;-4.077.402;-1.980.168
Oligoryzomys_nigripes;-4.799.262;-2.406.682
Oligoryzomys_nigripes;-5.371.755;-24.265.417
Oligoryzomys_nigripes;-4.801.585;-21.949.183
Oligoryzomys_nigripes;-5.060.775;-24.313.028
Oligoryzomys_nigripes;-50.542.028;-24.221.583
Oligoryzomys_nigripes;-4.173.166.667;-2.039.638.889
Oligoryzomys_nigripes;-4.170.305.556;-2.049.722.222
Oligoryzomys_nigripes;-4.077.556;-1.979.917
Oligoryzomys_nigripes;-46.795.317;-23.028.983
Oligoryzomys_nigripes;-50.606.611;-24.299.944
Oligoryzomys_nigripes;-4.077.557;-1.979.918
Oligoryzomys_nigripes;-4.053.944.444;-19.965
Oligoryzomys_nigripes;-5.053.855;-24.219.617
Oligoryzomys_nigripes;-4.348.843;-1.988.496
Oxymycterus_dasytrichus;-4.078.611.111;-1.887.472.222
Oxymycterus_dasytrichus;-484.166.667;-243.333.333
Oxymycterus_dasytrichus;-410.838.946;-205.166.724
Oxymycterus_dasytrichus;-4.053.944.444;-19.965
Oxymycterus_dasytrichus;-4.045.805.556;-2.037.888.889
Oxymycterus_dasytrichus;-40.52;-19.96
Oxymycterus_dasytrichus;-410.838.945;-205.166.723
Oxymycterus_quaestor;-5.222.415;-27.045.917
Oxymycterus_quaestor;-46.184.583;-23.511.967
Oxymycterus_quaestor;-47.068.333;-23.931.667
Oxymycterus_quaestor;-51.310.783;-26.541.767
Oxymycterus_quaestor;-46.919.167;-23.603.889
Oxymycterus_quaestor;-48.875.983;-2.513.955
Oxymycterus_quaestor;-51.286.083;-26.888.967
Oxymycterus_quaestor;-51.228.617;-253.502
Oxymycterus_quaestor;-5.213.555;-2.748.775
Oxymycterus_quaestor;-39.75;-13.53
Oxymycterus_quaestor;-5.200.135;-274.649
Philander_frenatus;-4.406.666.667;-2.206.666.667
Philander_frenatus;-41.060.833;-20.505.806
Philander_frenatus;-40.42;-20.263.889
Philander_frenatus;-4.077.557;-1.979.918
Philander_frenatus;-4.125.411;-2.101.311
Philander_frenatus;-4.060.149;-2.009.096
Philander_frenatus;-44.2;-2.223.333.333
Philander_frenatus;-40.54;-19.965
Philander_frenatus;-4.053.944.444;-19.965
Philander_frenatus;-4.085.073;-191.738
Philander_frenatus;-41.184.722;-20.603.611
Philander_frenatus;-48.36;-24.09
Philander_frenatus;-40.600.278;-19.935.556
Philander_frenatus;-41.083.444;-20.518.861
Philander_frenatus;-39;-15.35
Philander_frenatus;-42;-2.013.333.333
Philander_frenatus;-403.078;-201.286
Philander_frenatus;-40.645.556;-20.805.833
Philander_frenatus;-45.9;-23.65
Philander_frenatus;-410.838.917;-205.166.695
Philander_frenatus;-410.838.916;-205.166.694
Philander_frenatus;-42.139.167;-19.789.722
Philander_frenatus;-405.297;-201.006
Philander_frenatus;-40.833.889;-21.011.111
Philander_frenatus;-4.078.611.111;-1.887.472.222
Philander_frenatus;-4.084.658;-1.916.543
Philander_frenatus;-410.838.918;-205.166.696
Philander_frenatus;-4.052.694.444;-19.965
Philander_frenatus;-47.99;-23.87
Philander_frenatus;-45.35;-238.166.667
Philander_frenatus;-484.166.667;-243.333.333
Philander_frenatus;-40.8;-20.53
Philander_frenatus;-544.616.667;-256.277.778
Philander_frenatus;-4.080.666.667;-1.888.972.222
Philander_frenatus;-410.838.906;-205.166.684
Philander_frenatus;-410.838.904;-205.166.682
Philander_frenatus;-4.045.805.556;-2.037.888.889
Philander_frenatus;-4.081.388.889;-1.887.472.222
Philander_frenatus;-4.052.722.222;-19.965
Philander_frenatus;-4.170.305.556;-2.049.722.222
Philander_frenatus;-48.34;-24
Philander_frenatus;-40.6;-199.166.667
Philander_frenatus;-4.096.666.667;-20.4
Philander_frenatus;-4.798.597;-240.664
Philander_frenatus;-4.051.138.889;-2.028.111.111
Philander_frenatus;-45.125;-2.335.833
Philander_frenatus;-4.046.055.556;-2.035.916.667
Philander_frenatus;-4.082.666.667;-1.888.972.222
Philander_frenatus;-4.173.166.667;-2.039.638.889
Philander_frenatus;-4.052.194.444;-2.028.111.111
Philander_frenatus;-4.079.694.444;-192.375
Philander_frenatus;-41.083.889;-205.166.668
Philander_frenatus;-4.170.111;-2.103.333
Philander_frenatus;-4.076.972.222;-192.375
Philander_frenatus;-4.053.972.222;-19.965
Phyllomys_pattoni;-3.923.611.111;-1.779.444.444
Phyllomys_pattoni;-40.54;-19.965
Phyllomys_pattoni;-3.926.361.111;-1.780.166.667
Phyllomys_pattoni;-4.051.138.889;-2.028.111.111
Phyllomys_pattoni;-3.924.388.889;-1.772.777.778
Phyllomys_pattoni;-3.920.527.778;-1.775.805.556
Phyllomys_pattoni;-40.42;-20.263.889
Phyllomys_pattoni;-3.925.611.111;-1.772.777.778
Phyllomys_pattoni;-40.33;-20.3
Phyllomys_pattoni;-3.926.388.889;-1.779.444.444
Phyllomys_pattoni;-3.956.444.444;-1.797.527.778
Phyllomys_pattoni;-3.925.972.222;-17.725
Phyllomys_pattoni;-40.072.222;-19.391.111
Phyllomys_pattoni;-3.953.555.556;-1.797.527.778
Phyllomys_pattoni;-4.052.194.444;-2.028.111.111
Phyllomys_pattoni;-3.922.805.556;-1.775.805.556
Phyllomys_pattoni;-4.079.527.778;-1.920.444.444
Phyllomys_pattoni;-4.053.972.222;-19.965
Phyllomys_pattoni;-3.998.158.056;-1.953.129.167
Phyllomys_pattoni;-39.255;-1.775.333.333
Phyllomys_pattoni;-4.077.138.889;-1.920.444.444
Phyllomys_pattoni;-39.95;-1.913.333.333
Phyllomys_pattoni;-4.052.722.222;-19.965
Phyllomys_pattoni;-4.053.944.444;-19.965
Phyllomys_pattoni;-4.052.694.444;-19.965
Phyllomys_pattoni;-4.046.055.556;-2.035.916.667
Pseudoryzomys_simplex;-47.475.317;-20.669.317
Pseudoryzomys_simplex;-4.866.735;-1.868.145
Pseudoryzomys_simplex;-47.809.367;-20.729.567
Pseudoryzomys_simplex;-48.037.222;-210.225
Pseudoryzomys_simplex;-47.879.633;-19.727.967
Pseudoryzomys_simplex;-48.278.517;-18.880.833
Pseudoryzomys_simplex;-4.817.725;-20.674.933
Pseudoryzomys_simplex;-47.585;-20.891.111
Pseudoryzomys_simplex;-47.890.833;-220.175
Rhipidomys_macrurus;-394.508.333;-72.775
Rhipidomys_macrurus;-3.945.083.333;-72.775
Rhipidomys_macrurus;-4.126.138.889;-1.280.166.667
Rhipidomys_macrurus;-4.773.944.444;-1.913.055.556
Rhipidomys_macrurus;-55.31;-222.797.222
Rhipidomys_macrurus;-412.613.889;-128.016.667
Rhipidomys_macrurus;-42.2;-16.6
Rhipidomys_macrurus;-477.080.556;-191.708.333
Rhipidomys_macrurus;-4.770.805.556;-1.917.083.333
Rhipidomys_macrurus;-477.394.444;-191.305.556
Rhipidomys_macrurus;-477.313.889;-191.194.444
Rhipidomys_macrurus;-4.773.138.889;-1.911.944.444
Rhipidomys_mastacalis;-4.653.235;-20.641.083
Rhipidomys_mastacalis;-46.048.889;-19.311.111
Rhipidomys_mastacalis;-40.600.278;-19.935.556
Rhipidomys_mastacalis;-40.072.222;-19.391.111
Rhipidomys_mastacalis;-4.051.138.889;-2.028.111.111
Rhipidomys_mastacalis;-39;-15.35
Rhipidomys_mastacalis;-4.053.944.444;-19.965
Rhipidomys_mastacalis;-47.865.917;-21.143.067
Rhipidomys_mastacalis;-4.077.055.556;-1.897.333.333
Rhipidomys_mastacalis;-42.65;-197.166.667
Rhipidomys_mastacalis;-4.170.305.556;-2.049.722.222
Rhipidomys_mastacalis;-3.960.272;-1.502.706
Rhipidomys_mastacalis;-4.076.277.778;-1.897.333.333
Rhipidomys_mastacalis;-4.052.194.444;-2.028.111.111
Rhipidomys_mastacalis;-4.074.638.889;-1.897.777.778
Rhipidomys_mastacalis;-40.54;-19.965
Rhipidomys_mastacalis;-4.045.833.333;-2.037.694.444
Rhipidomys_mastacalis;-40.369.722;-19.831.944
Rhipidomys_mastacalis;-402.925;-20.329.722
Rhipidomys_mastacalis;-4.778.845;-21.042.517
Rhipidomys_mastacalis;-4.071.972.222;-1.897.972.222
Rhipidomys_mastacalis;-4.014.722;-1.905.555
Rhipidomys_mastacalis;-427.666.667;-171.333.333
Rhipidomys_mastacalis;-44.318.056;-21.021.944
Rhipidomys_mastacalis;-433.833.333;-18.15
Rhipidomys_mastacalis;-3.953.555.556;-1.797.527.778
Rhipidomys_mastacalis;-3.956.444.444;-1.797.527.778
Rhipidomys_mastacalis;-4.125.411;-2.101.311
Rhipidomys_mastacalis;-4.173.028;-2.049.722
Rhipidomys_mastacalis;-4.044.166.667;-2.037.694.444
Rhipidomys_mastacalis;-39.75;-13.53
Rhipidomys_mastacalis;-46.184.583;-23.511.967
Rhipidomys_mastacalis;-397.339;-141.372
Rhipidomys_mastacalis;-4.081.724;-1.921.522
Rhipidomys_mastacalis;-4.014.725;-1.905.556
Rhipidomys_mastacalis;-400.761;-189.056
Rhipidomys_mastacalis;-45.9;-23.65
Rhipidomys_mastacalis;-484.166.667;-243.333.333
Sooretamys_angouya;-41.006.944;-20.671.389
Sooretamys_angouya;-484.166.667;-243.333.333
Sooretamys_angouya;-45.125;-2.335.833
Sooretamys_angouya;-45.9;-23.65
Sooretamys_angouya;-505.836;-294.481
Sooretamys_angouya;-4.173.028;-2.049.722
Sooretamys_angouya;-4.173.494;-2.039.636
Sooretamys_angouya;-44.85;-2.238.333.333
Sooretamys_angouya;-531.808;-254.189
Thaptomys_nigrita;-51.228.617;-253.502
Thaptomys_nigrita;-5.222.415;-27.045.917
Thaptomys_nigrita;-5.200.135;-274.649
Thaptomys_nigrita;-52.074.333;-27.645.017
Thaptomys_nigrita;-484.166.667;-243.333.333
Thaptomys_nigrita;-45.316.944;-23.261.389
Thaptomys_nigrita;-4.053.944;-19.965
Thaptomys_nigrita;-4.508.333.333;-2.246.666.667
Thaptomys_nigrita;-51.310.783;-26.541.767
Thaptomys_nigrita;-4.798.617;-240.666
Thaptomys_nigrita;-47.068.333;-23.931.667
Thaptomys_nigrita;-4.799.262;-2.406.682
Thaptomys_nigrita;-3.907.611.111;-1.525.166.667
Thaptomys_nigrita;-48.34;-24
Thaptomys_nigrita;-45.291.389;-23.172.222
Thaptomys_nigrita;-50.589.889;-24.284.889
Thaptomys_nigrita;-46.934.433;-23.239.222
Thaptomys_nigrita;-45.9;-23.65
Thaptomys_nigrita;-4.053.972.222;-19.965
Thaptomys_nigrita;-4.053.944.444;-19.965
Thaptomys_nigrita;-40.600.278;-19.935.556
Thaptomys_nigrita;-40.52;-19.96
Thaptomys_nigrita;-4.052.722.222;-19.965
Thaptomys_nigrita;-46.931.853;-23.237.603
Thaptomys_nigrita;-4.052.194.444;-2.028.111.111
Thaptomys_nigrita;-43.5;-20.45
Thaptomys_nigrita;-45.35;-238.166.667
Thaptomys_nigrita;-410.838.898;-205.166.676
Thaptomys_nigrita;-4.051.138.889;-2.028.111.111
Thaptomys_nigrita;-41.184.722;-20.603.611
Thaptomys_nigrita;-40.54;-19.965
Thaptomys_nigrita;-4.052.694.444;-19.965
Thaptomys_nigrita;-449.033;-215.111
Trinomys_gratiosus;-4.077.403;-1.980.169
Trinomys_gratiosus;-410.838.933;-205.166.711
Trinomys_gratiosus;-4.052.694.444;-19.965
Trinomys_gratiosus;-4.096.666.667;-20.4
Trinomys_gratiosus;-40.600.278;-19.935.556
Trinomys_gratiosus;-40.54;-19.965
Trinomys_gratiosus;-42;-2.013.333.333
Trinomys_gratiosus;-4.052.722.222;-19.965
Trinomys_gratiosus;-4.053.944.444;-19.965
Trinomys_gratiosus;-4.125.411;-2.101.311
Trinomys_gratiosus;-4.173.028;-2.049.722
Trinomys_gratiosus;-4.173.494;-2.039.636
Trinomys_iheringi;-39.75;-13.53
Trinomys_iheringi;-4.799.071;-2.406.734
Trinomys_iheringi;-40.600.278;-19.935.556
Trinomys_iheringi;-4.798.637;-2.406.661
Trinomys_iheringi;-451.166.667;-234.166.667
Trinomys_iheringi;-45.066.667;-23.366.667
Trinomys_iheringi;-40.42;-20.263.889
Trinomys_iheringi;-40.833.889;-21.011.111
Trinomys_iheringi;-45.125;-2.335.833
Trinomys_iheringi;-4.798.753;-2.406.828
Trinomys_iheringi;-484.166.667;-243.333.333
Trinomys_iheringi;-40.072.222;-19.391.111
Trinomys_paratus;-4.051.138.889;-2.028.111.111
Trinomys_paratus;-40.42;-20.263.889
Trinomys_paratus;-40.465;-2.037.916.667
Trinomys_paratus;-40.833.889;-21.011.111
Trinomys_paratus;-4.043.861.111;-2.038.888.889
Trinomys_paratus;-40.511;-20.658
Trinomys_paratus;-4.049.444.444;-2.034.944.444
Trinomys_paratus;-40.369.722;-19.831.944
Trinomys_paratus;-40.8;-20.53
Trinomys_paratus;-4.023.305.556;-2.017.638.889
Trinomys_paratus;-4.044.166.667;-2.037.694.444
Trinomys_paratus;-4.051.944.444;-2.029.222.222
Trinomys_paratus;-40.072.222;-19.391.111
Trinomys_paratus;-4.045.805.556;-2.036.777.778
Trinomys_paratus;-4.017.444.444;-1.981.277.778
Trinomys_setosus;-4.076.972.222;-192.375
Trinomys_setosus;-427.666.667;-171.333.333
Trinomys_setosus;-4.014.547;-1.905.556
Trinomys_setosus;-400.722;-193.911
Trinomys_setosus;-408.514;-19.225
Trinomys_setosus;-4.013.333;-1.898.944